target_month,month_end_date,trading_days_in_month,realized_volatility,forecast_previous_month_rv,forecast_six_month_rv,forecast_gjr_garch,forecast_egarch,estimation_sample_size_days
2015-12,2015-12-31,20,0.28212751194435964,0.3874314950217545,0.3464984752414958,0.31987645551271127,0.8121995641522152,5110
2016-01,2016-01-29,19,0.7190537248927842,0.28212751194435964,0.3414585759614739,0.34165904611219583,1.0499776954426863,5130
2016-02,2016-02-29,17,0.3722479871539692,0.7190537248927842,0.42759578546206095,0.49062265571746555,1.6109970600529286,5149
2016-03,2016-03-31,19,0.3398806136083563,0.3722479871539692,0.4365993494963124,0.3352187922757345,1.0045185602209246,5166
2016-04,2016-04-29,20,0.3152142004214383,0.3398806136083563,0.4248420456308685,0.3201753217611665,0.8902690504313341,5185
2016-05,2016-05-27,18,0.603634786295419,0.3152142004214383,0.4017792186505751,0.32494656653052284,0.8764000633279602,5205
2016-06,2016-06-30,22,0.4523702567955901,0.603634786295419,0.45359605534354797,0.32266836502058455,0.9543719283502733,5223
2016-07,2016-07-29,22,0.46741864650468606,0.4523702567955901,0.4625217290532284,0.40322024975032655,1.453876492032877,5245
2016-08,2016-08-31,23,0.6000359656425525,0.46741864650468606,0.42019624514639276,0.3142471933939382,0.771878676771389,5267
2016-09,2016-09-30,22,0.7448911710286057,0.6000359656425525,0.4655829771696203,0.31390212538489204,0.7920030099644606,5290
2016-10,2016-10-31,20,0.7239719546628691,0.7448911710286057,0.5395930098870507,0.33981393871670534,1.0667183628644943,5312
2016-11,2016-11-30,20,0.627191328908726,0.7239719546628691,0.5959485758228303,0.31091265620970476,0.7419489415762628,5332
2016-12,2016-12-30,21,0.7045016125611093,0.627191328908726,0.5966287856952333,0.31104025940822044,0.7909074490611969,5352
2017-01,2017-01-31,19,0.698492134916862,0.7045016125611093,0.6280673790769256,0.3148231507614657,0.8071275071818378,5373
2017-02,2017-02-28,16,0.5437735168732764,0.698492134916862,0.6677479142711917,0.31160960642912533,0.7988303275344957,5392
